,title,location,summary_review,review_score,movie_score,genre
0,Raptor Ranch,United States,really not good ,2.0,3.1,Action
1,Raptor Ranch,United Kingdom,you 're better off stay well clear from this ranch ,1.0,3.1,Action
2,Raptor Ranch,Denmark,so messy it should be raptor ranch dressing ... ,2.0,3.1,Action
3,Raptor Ranch,"Hamburg, Germany",of reptile and man ,3.1,3.1,Action
4,Raptor Ranch,United States,a lot better then people say ,7.0,3.1,Action
5,Raptor Ranch,pee hole,what a f*ck be this ,7.0,3.1,Action
6,Raptor Ranch,"Omaha, NE",diversity in different way ,2.0,3.1,Action
7,Raptor Ranch,Bangladesh,not worth watch ,1.0,3.1,Action
8,Gunday,United Kingdom,waste of time and money ,1.0,2.0,Action
9,Gunday,"Dhaka, bangladesh",it ' a real pain irrelevant story in the name of history ,1.0,2.0,Action
10,Gunday,Dhaka; Bangladesh,manipulate bangladesh 's liberation war history ,1.0,2.0,Action
11,Gunday,"Chittagong, Bangladesh",better start sell pinup magazine on the street - i mean it ,1.0,2.0,Action
12,Gunday,Bangladesh,to yashraj film authority ,1.0,2.0,Action
13,Gunday,"Dhaka, Bangladesh",worst movie and historically appropriate ,1.0,2.0,Action
14,Gunday,UNKNOWN,a big protest as a bangladeshi ,1.0,2.0,Action
15,Gunday,Pakistan,wake up bollywood plzzzzz ,2.0,2.0,Action
16,Gunday,Bangladesh,this movie change the main history ,1.0,2.0,Action
17,Gunday,Bangladesh,this film have start disaster in bangladesh ,2.0,2.0,Action
18,Gunday,Dhaka,it   be bangladesh 's liberation war against pakistan ,1.0,2.0,Action
19,Gunday,"Dhaka, Bangladesh",history distortion ,1.0,2.0,Action
20,Gunday,UNKNOWN,misrepresentation of the history of 1971 liberation war ,1.0,2.0,Action
21,Gunday,UNKNOWN,bollywood masala action film its not base on fact ,1.0,2.0,Action
22,Gunday,"Dhaka, Bangladesh",illiterate and uneducated producer ,1.0,2.0,Action
23,Gunday,London,poor script reflect stupidity of ignorant director and writer ,1.0,2.0,Action
24,Gunday,Bangladesh,worst movie in the world history ,1.0,2.0,Action
25,Gunday,Bangladesh,manipulate bangladesh 's liberation war history ,1.0,2.0,Action
26,Gunday,"Dhaka, Bangladesh",protest : misinterpret the history of bangladesh liberation war in 1971 ,2.0,2.0,Action
27,Gunday,"Dhaka, Bangadesh",i strongly protest this movie ,2.0,2.0,Action
28,Gunday,Bangladesh,gunday : manipulating bangladesh 's liberation war history ,1.0,2.0,Action
29,Gunday,United States,disappoint ,1.0,2.0,Action
30,Gunday,Bangladesh,be we sucker for entertainment only ,1.0,2.0,Action
31,Gunday,"Chittagong, Bangladesh",rubbish ,1.0,2.0,Action
32,Gunday,UNKNOWN,wrong history ,1.0,2.0,Action
33,Gunday,"Comilla, Bangladesh",nothing but a bunch of lie in this movie ,1.0,2.0,Action
34,Gunday,Dhaka,humiliate the liberation war of bangladesh 1971 ,1.0,2.0,Action
35,Gunday,"Sylhet, Bangladesh",humilation of bangladesh liberation war ,1.0,2.0,Action
36,Gunday,"Dhaka, Bangladesh",gunday : an extreme manipulation of bangladesh 's liberation war history ,1.0,2.0,Action
37,Gunday,"Dhaka, Bangladesh",a famous producer like aditya chopra should not have make this type of movie with fake history this be lame ... ,1.0,2.0,Action
38,Gunday,london,false statement against historical truth ,1.0,2.0,Action
39,Gunday,"London, England",* * * * * writer need to do more research before make a film * * * * * ,1.0,2.0,Action
40,Gunday,Dhaka,disgust movie :/ yuck ,2.0,2.0,Action
41,Gunday,"Dhaka, Bangladesh",most disrespectful offensive and humiliating to the history of bangladesh ,1.0,2.0,Action
42,Gunday,United Arab Emirates,history of bangladesh liberation war be wrongly plot ,1.0,2.0,Action
43,Gunday,Dhaka,manipulate bangladesh 's liberation war history ,1.0,2.0,Action
44,Gunday,Bangladesh,a fake starting and history ,1.0,2.0,Action
45,Gunday,"Hartford, United States",shame on the whole team of this movie ,1.0,2.0,Action
46,Gunday,Canada,flase information and an awful movie ,2.0,2.0,Action
47,Gunday,Bangladesh,critic ,2.0,2.0,Action
48,Gunday,"Dhaka, Bangladesh",this movie 's story line contempt our liberation war ,1.0,2.0,Action
49,Gunday,bangladesh,this film have start disaster in bangladesh ,1.0,2.0,Action
50,Gunday,LONDON,appal plot poor fact find and bad possible act ,1.0,2.0,Action
51,Gunday,UNKNOWN,poor screenplay : writer must read history properly ,1.0,2.0,Action
52,Gunday,"Dhaka, Bangladesh",historically fraudulent laughable ... & offensive ,1.0,2.0,Action
53,Gunday,UNKNOWN,""" gunday "" humiliate history of bangladesh ",1.0,2.0,Action
54,Gunday,Bangladesh,please do not watch the movie have false information about bangladesh liberation war ,1.0,2.0,Action
55,Gunday,london,manipulate bangladesh 's liberation war history ,1.0,2.0,Action
56,Gunday,"Dhaka, Bangladesh",bad movie ,1.0,2.0,Action
57,Gunday,"Dhaka, Bangladesh",abusive that ' all i can say ,1.0,2.0,Action
58,Gunday,Bangladesh,this movie change the history of the war of 1971 ,1.0,2.0,Action
59,Gunday,"Dhaka, Bangladesh",fake information ,1.0,2.0,Action
60,Gunday,"rangpur, bangladesh",bad movie ,1.0,2.0,Action
61,Gunday,UNKNOWN,the very best lame historical movie ever ,1.0,2.0,Action
62,Gunday,USA,shame pity ,2.0,2.0,Action
63,Gunday,"Dhaka, banglades",what the hell ,1.0,2.0,Action
64,Gunday,"Pabna, Bangladesh",manipulate bangladesh 's liberation war history ,1.0,2.0,Action
65,Gunday,Dhaka,manipulate bangladesh 's liberation war history ,1.0,2.0,Action
66,Gunday,"NY, US",manipulate bangladesh 's liberation war history ,1.0,2.0,Action
67,Gunday,Bangladesh,protest ,1.0,2.0,Action
68,Gunday,Dhaka,fatal history distortion ,1.0,2.0,Action
69,Gunday,UNKNOWN,worst movie and manipulating bangladesh 's liberation war history ,1.0,2.0,Action
70,Gunday,Bangladesh,manipulation of bangladesh 's history of liberation war against pakistan ,1.0,2.0,Action
71,Gunday,Bangladesh,this movie contain wrong about history of liberation war of bangladesh ,1.0,2.0,Action
72,Gunday,"Dhaka, Bangladesh",we consider the mistake in your film to be unintended therefore apologize to u and correct the mistake or else we will have to take different action thank you ... ,1.0,2.0,Action
73,Gunday,"Chittagong, Bangladesh",bollywood movies- shitty as always ,1.0,2.0,Action
74,Gunday,Scotland,a critic 's comment ,1.0,2.0,Action
75,Gunday,United State,misrepresentation of a country 's libereation war history ,1.0,2.0,Action
76,Gunday,"Dhaka, Bangladesh",this be a waste of my time ,1.0,2.0,Action
77,Gunday,Bangladesh,gunday ( 2014 ) : totally a quack story ,1.0,2.0,Action
78,Gunday,Bangladesh,a rubbish with no background study and research ,1.0,2.0,Action
79,Gunday,"London, England",history misinterpret ,1.0,2.0,Action
80,Gunday,Bangladesh,no idea about history ,1.0,2.0,Action
81,Gunday,USA,worst movie with alteration of history ,1.0,2.0,Action
82,Gunday,UNKNOWN,where ' the button to rate it in negative ,1.0,2.0,Action
83,Gunday,Bangladesh,do not only apologize to u but correct the mistake ,1.0,2.0,Action
84,Gunday,"Dhaka, Bangladesh",be film maker uneducated ,1.0,2.0,Action
85,Gunday,UNKNOWN,history be not fiction dude specially when you be deal with a piece of it where 3 million people die ,1.0,2.0,Action
86,Gunday,Canada,this be a misrepresentation of the history ... ,1.0,2.0,Action
87,Gunday,USA,a bad try ,1.0,2.0,Action
88,Gunday,India,a time pas that  it ,6.0,2.0,Action
89,Gunday,Bangladesh,""" gunday "" -   a rabish movie ",1.0,2.0,Action
90,Gunday,Bangladesh,protest against alteration of history of liberation war of bangladesh ,1.0,2.0,Action
91,Gunday,Dhaka,bad script ,1.0,2.0,Action
92,Gunday,UNKNOWN,a deliberate distortion of a bloody history ,1.0,2.0,Action
93,Gunday,Bangladesh,shame ,1.0,2.0,Action
94,Gunday,Bangladesh,strong protest against the humiliation of history ,1.0,2.0,Action
95,Gunday,"halle(saale), Germany",waste of time and money ,1.0,2.0,Action
96,Gunday,the film very good good good 10.10,very very good film ,10.0,2.0,Action
97,Gunday,Canada,false historical presentation ,1.0,2.0,Action
98,Gunday,Pakistan,indian need only entertain movie they do not know others be hearted   but they need entertainment ,2.0,2.0,Action
99,Gunday,Bangladesh,strongly protest ,1.0,2.0,Action
100,Gunday,Bangladesh,waste of time and energy ,1.0,2.0,Action
101,Gunday,Bangladesh,bangladesh be not a product of india - pakistan war ,1.0,2.0,Action
102,Gunday,"Dhaka, Bangladesh.",yash raj film be a big name but it do not mean that u can change our history ,1.0,2.0,Action
103,Gunday,"Dhaka, Bangladesh",the movie be send a wrong message regard the freedom war of bangladesh to it ' viewer ,1.0,2.0,Action
104,Gunday,Bangladesh,shame for all of culprit of this movie maker ,1.0,2.0,Action
105,Gunday,birmingham,protest ,1.0,2.0,Action
106,Gunday,UNKNOWN,manipulation of bangladesh history ,1.0,2.0,Action
107,Gunday,"Dhaka, Bangladesh",gunday humiliated history of bangladesh ,1.0,2.0,Action
108,Gunday,Italy,about the worng historical background ,1.0,2.0,Action
109,Gunday,"Savar, Dhaka, Bangladesh",""" gunday "" a movie which be the face of indian thought against liberation war of   bangladesh ",1.0,2.0,Action
110,Gunday,Bangladesh,manipulate history ,1.0,2.0,Action
111,Gunday,Dhaka,manipulation and misrepresentation of bangladesh 's liberation war and it ' armed force ,1.0,2.0,Action
112,Gunday,Bangladesh,at beginning of this movie they change the history of bangladesh ,1.0,2.0,Action
113,Gunday,Dhaka,manipulate bangladesh 's liberation war history ,1.0,2.0,Action
114,Gunday,"Dhaka, Bangladesh",historically inaccurate & offensive ,1.0,2.0,Action
115,Gunday,UNKNOWN,a movie full of lie and manipulation ,1.0,2.0,Action
116,Gunday,"Dhaka, Bangladesh",rubbish fairy(witch)tale ,1.0,2.0,Action
117,Gunday,Bangladesh,i strongly protest as a bangladeshi ,1.0,2.0,Action
118,Gunday,Bangladesh,it ' a mockery of pride and history of bangladesh ,1.0,2.0,Action
119,Gunday,United States of America,this movie should be sued and yash raj film should be take to the court of justice ,1.0,2.0,Action
120,Gunday,India,gunday- grow up yrf lame script and awful direction may help you   financially but be that enough ,4.0,2.0,Action
121,Gunday,"magdeburg, Germany",i strongly protest as a bangladeshi ,1.0,2.0,Action
122,Gunday,United Kingdom,corruption of history ,1.0,2.0,Action
123,Gunday,London,a film which tamper a country honor and independent ,2.0,2.0,Action
124,Gunday,Bangladesh,the big lie ,1.0,2.0,Action
125,Gunday,Bangladesh,manipulate bangladesh 's liberation war history ,1.0,2.0,Action
126,Gunday,Paris,gunday - worst story ever but good actor ,1.0,2.0,Action
127,Gunday,Bangladesh,completely nonsense ,1.0,2.0,Action
128,Gunday,UNKNOWN,play video game ,1.0,2.0,Action
129,Gunday,Bangladesh,contains twisted international history ,1.0,2.0,Action
130,Gunday,dhaka,it give false information about liberation war of banglladesh ,1.0,2.0,Action
131,Gunday,Bangladesh,a close observation from a bangladeshi viewer ,2.0,2.0,Action
132,Gunday,"Dhaka, Bangladesh",wrong history ,1.0,2.0,Action
133,Gunday,dhaka,morality of the movie ,1.0,2.0,Action
134,Gunday,UNKNOWN,gunday the bad film ever make in history ,1.0,2.0,Action
135,Gunday,"Khulna, Bangladesh",misrepresentation of the history ( most importantly ) ,1.0,2.0,Action
136,Gunday,UNKNOWN,wrong history ,1.0,2.0,Action
137,Gunday,Bangladesh,only hate for this film and its associate ,1.0,2.0,Action
138,Gunday,"Nuernberg, Germany",manipulation of of the liberation war of bangladesh misleading fact overall disrespectful ,1.0,2.0,Action
139,Gunday,UNKNOWN,this be a total disgrace .... ,2.0,2.0,Action
140,Gunday,"New York, United States","insult bangladesh history,tradition by put fake story ",1.0,2.0,Action
141,Gunday,"Dhaka, Bangladesh",review ,1.0,2.0,Action
142,Gunday,"Dhaka, Bangladesh",wrong history lawra ,1.0,2.0,Action
143,Gunday,Bangladesh,rat -1.00 .... ... world most baddest movie ever   ... ,1.0,2.0,Action
144,Gunday,"dhaka, bangladesh",this film be pervert our liberation war ,1.0,2.0,Action
145,Gunday,"dhaka, Bangladesh",manipulate bangladesh 's liberation war history protest as a bangladeshi ,1.0,2.0,Action
146,Gunday,United States,bad movie ,1.0,2.0,Action
147,Gunday,UNKNOWN,pseudo - intellectualism ,2.0,2.0,Action
148,Gunday,"Sheffield, England",its such a shame for yrf ,1.0,2.0,Action
149,Gunday,Dhaka,yrf insult the history ,1.0,2.0,Action
150,Gunday,UNKNOWN,a movie be a work of fiction but when it use historical fact that should be accurate ,1.0,2.0,Action
151,Gunday,Bangladesh,false information about bangladesh 's liberation war ,1.0,2.0,Action
152,Gunday,UNKNOWN,rubbish storyline and base on false information about liberation war of bangladesh 1971 ,1.0,2.0,Action
153,Gunday,Bangladesh :),i protest against the idiocy of the movie ,1.0,2.0,Action
154,Gunday,Bangladesh,bullsit movie ,1.0,2.0,Action
155,Gunday,Japan,a movie base on fallacy and cheap business ,1.0,2.0,Action
156,Gunday,"Dhaka, Bangladesh",this be a slap on the face of all the people of bangladesh ,1.0,2.0,Action
157,Gunday,Bangladesh,manipulation of history ,1.0,2.0,Action
158,Gunday,Bangladesh,crap that crap crap ,1.0,2.0,Action
159,Gunday,"Mymensingh, Bangladesh",it ' manupulated the history ,1.0,2.0,Action
160,Gunday,Dhaka bangladesh,disgust ,1.0,2.0,Action
161,Gunday,UNKNOWN,very bad story a good try to temper the history ,1.0,2.0,Action
162,Gunday,"Bremen, Germany",insane title by manipulate the history ,1.0,2.0,Action
163,Gunday,United States,there ' nothing but distortion of great history ... such a nasty film ,1.0,2.0,Action
164,Gunday,United States,the bad movie in history for plot bangladesh history wrongly ,1.0,2.0,Action
165,Gunday,United States,indian people should know how to respect others ,1.0,2.0,Action
166,Gunday,United States,gunday be a rubbish and foul movie ,1.0,2.0,Action
167,Gunday,Pakistan,dear yashraj film authority greeting ,1.0,2.0,Action
168,Gunday,"Zanzibar, Tanzania",excellent act interesting plot stunning locale and cinematography ,10.0,2.0,Action
169,Gunday,UK,comedy film excellent ,10.0,2.0,Action
170,Gunday,India,gunday be daring attempt to come out this year ,2.0,2.0,Action
171,Gunday,United States,one of the bad hindi movie i have ever see ,1.0,2.0,Action
172,Gunday,Bangladesh,rotten tomatoo ,1.0,2.0,Action
173,Gunday,India,"misleading,fraudulent disrespectful to the sovereignty of a nation ",1.0,2.0,Action
174,Gunday,Bangladesh,protest ,1.0,2.0,Action
175,Gunday,Bangladesh,how bollywood release this kind of movie ,1.0,2.0,Action
176,Gunday,Dhaka,bad movie plot in the history of cinema ,1.0,2.0,Action
177,Gunday,Bangladesh,protest on present wrong history ,1.0,2.0,Action
178,Gunday,"Dhaka, Bangladesh",historically fraudulent laughable ... & offensive ( most importantly ) ,1.0,2.0,Action
179,Gunday,Kolkata,factually inaccurate and a total killjoy ,1.0,2.0,Action
180,Gunday,"Dhaka, Bangladesh",disturb and creepy foolish attempt and someone kill me before i get into a hate - group of hindustan cheesiness ,1.0,2.0,Action
181,Gunday,"Dhaka, Bangladesh",what if a movie on devyani khobragade would contain a storyline that she be actually a prostitute in the u ,1.0,2.0,Action
182,Gunday,"New York, United States",learn to respect ,1.0,2.0,Action
183,Gunday,"Sylhet, Bangladesh",show the proper respect to a nation ,1.0,2.0,Action
184,Gunday,Bangladesh,i be against you as a bangladeshi ,1.0,2.0,Action
185,Gunday,"Dhaka, Bangladesh",the intro be fake ,1.0,2.0,Action
186,Gunday,"Dhaka, Bangladesh",a movie base on false history ,1.0,2.0,Action
187,Gunday,Bangladesh,manipulate bangladesh 's liberation war history ,1.0,2.0,Action
188,Gunday,Bangladesh,main story be a war between bangladesh and pakistan that be happen on 1971 but the movie director change the story and tell that war be between india and pakistan ,1.0,2.0,Action
189,Gunday,United Kingdom,fraud with history ,1.0,2.0,Action
190,Gunday,India,total masala movie which you just love to watch ,7.0,2.0,Action
191,Gunday,India,good fare though historically incorrect ,6.0,2.0,Action
192,Gunday,west midlands,rubbish act   ranveer singh arjun kapoor priyanka chopra waste of time poor ,1.0,2.0,Action
193,Gunday,Bangladesh,wrong history of bangladesh liberation war ,1.0,2.0,Action
194,Gunday,"London, England",wrong time line ,1.0,2.0,Action
195,Gunday,"Gurgaon, India",despicable ,2.0,2.0,Action
196,Gunday,Bangladesh,humiliating bangladeshi liberation war ,1.0,2.0,Action
197,Gunday,Toronto,very shameful act by the producer ,2.0,2.0,Action
198,Gunday,Bangladesh,distortion of the history of our liberation war ,1.0,2.0,Action
199,Gunday,Australia,apology be not enough ,1.0,2.0,Action
200,Gunday,Bangladesh,india 's worst ,1.0,2.0,Action
201,Gunday,Bangladesh,should bring them to justice for gunday ,1.0,2.0,Action
202,Gunday,"London, England",a pathetic historical movie ever see ,1.0,2.0,Action
203,Gunday,Bangladesh,the most ugly and lie historical movie in indian industry ,2.0,2.0,Action
204,Gunday,united states,protest ,1.0,2.0,Action
205,Gunday,Bangladesh,rubbish story line bad acting a complete waste of time ,1.0,2.0,Action
206,Gunday,"London, England",irrelevant information and time waste event ,1.0,2.0,Action
207,Gunday,london,say no to gunday ,1.0,2.0,Action
208,Gunday,"London, England",a movie base on a manipulate history ,1.0,2.0,Action
209,Gunday,London,i strictly protest as a bangladeshi ,1.0,2.0,Action
210,Gunday,UNKNOWN,historically fraudulent laughable ... & offensive ( most importantly ) ,2.0,2.0,Action
211,Gunday,United States,worst screenplay that i have ever see in any bollywood movie ,1.0,2.0,Action
212,Gunday,United States,bollywood non sense ,1.0,2.0,Action
213,Gunday,United States,stupid movie ,1.0,2.0,Action
214,Gunday,Dhaka,gunday be nothing but a digital barbarism against bangladesh ,1.0,2.0,Action
215,Gunday,"Dhaka, Bangladesh",the story of gunday spoil contribution of bangladesh ,1.0,2.0,Action
216,Gunday,dhaka,manipulate bangladesh 's liberation war history ,1.0,2.0,Action
217,Gunday,Bangladesh,this movie should be ban if they do not cut or edit the beginning scene ,1.0,2.0,Action
218,Gunday,UNKNOWN,manipulate bangladesh 's liberation war history ,1.0,2.0,Action
219,Gunday,Bangladesh,protest against fake story about the liberation war of bangladesh in 1971 ,1.0,2.0,Action
220,Gunday,Bangladesh,historically not right ,2.0,2.0,Action
221,Gunday,Bangladesh,protest gunday as this be base on lie story ,1.0,2.0,Action
222,Gunday,bangladesh,humiliating speech ,1.0,2.0,Action
223,Gunday,dhaka,protest ,1.0,2.0,Action
224,Gunday,UNKNOWN,protest ,1.0,2.0,Action
225,Gunday,Bangladesh,who give permission ,1.0,2.0,Action
226,Gunday,"Dhaka, Bangladesh",not appropriate ,1.0,2.0,Action
227,Gunday,Bangladesh,manipulate bangladesh 's liberation war history ,1.0,2.0,Action
228,Gunday,Bangladesh,the bad movie ever attempt ,1.0,2.0,Action
229,Gunday,dhaka,( gunday ) manipulate the 1971 war history of bangladesh ,1.0,2.0,Action
230,Gunday,Dhaka,it ' about present wrong history ,1.0,2.0,Action
231,Gunday,malaysia,why u do not watch it .. ,1.0,2.0,Action
232,Gunday,Dhaka,bad and fake storyline ,1.0,2.0,Action
233,Gunday,Bangladesh,this movie will show an awful lie about the history ,1.0,2.0,Action
234,Gunday,BANGLADESH,gunday suck and humiliate bangladesh with wrong history ,1.0,2.0,Action
235,Gunday,Bangladesh,protest against the movie plot ,1.0,2.0,Action
236,Gunday,Bangladesh,a so call hindi movie and manipulation of the birth - history of an independent country ,1.0,2.0,Action
237,Gunday,Bangladesh,bangladesh liberation war history manipulation ,1.0,2.0,Action
238,Gunday,Australia,its not good to play irreverently with history ,1.0,2.0,Action
239,Gunday,bangladesh,manipulate bangladesh 's liberation war history ,2.0,2.0,Action
240,Gunday,Bangladesh,stupid movie director be an as.h ... l ... ,1.0,2.0,Action
241,Gunday,UNKNOWN,the movie be not acceptable ,1.0,2.0,Action
242,Gunday,USA,bullshit story ,1.0,2.0,Action
243,Gunday,South Korea,unexpected ,1.0,2.0,Action
244,Gunday,United States,a complete bull - crap ,1.0,2.0,Action
245,Gunday,United States,poor scripting and make ,1.0,2.0,Action
246,Gunday,United States,bullshit and poor historical misrepresentation ,1.0,2.0,Action
247,Gunday,Germany,hypocrisy distortion and dishonor the true story of bangladesh liberation war ,1.0,2.0,Action
248,Gunday,United States,bad movie ever ,1.0,2.0,Action
249,Gunday,United States,manipulation of history ,1.0,2.0,Action
250,Gunday,Dhaka,distortion of our liberation war history be the only thing about ' gunday ' ,1.0,2.0,Action
251,Gunday,Dhaka,india should be ashamed and be sorry to bangladesh ,1.0,2.0,Action
252,Gunday,Bangladesh,manipulate bangladesh 's liberation war history ,1.0,2.0,Action
253,Gunday,Bangladesh,protest ,1.0,2.0,Action
254,Gunday,Bangladesh,bangladesh war 1971 ,1.0,2.0,Action
255,Gunday,UNKNOWN,the maker be just non - sense ... ,1.0,2.0,Action
256,Gunday,"Dhaka, Bangladesh",bad one ,1.0,2.0,Action
257,Gunday,proudly Bangladesh,waste of time movie ,1.0,2.0,Action
258,Gunday,Bangladesg,manipulate bangladesh 's liberation war history ,1.0,2.0,Action
259,Gunday,Bangladesh,completely fake and ridiculous third grade history ,1.0,2.0,Action
260,Gunday,"Dhaka, Bangladesh",gunday ,1.0,2.0,Action
261,Gunday,UNKNOWN,protest about humilating the history ,1.0,2.0,Action
262,Gunday,Bangladesh,history violation ,1.0,2.0,Action
263,Gunday,UNKNOWN,nonsense creation ,1.0,2.0,Action
264,Gunday,Bangladesh,attack history of bangladesh ,1.0,2.0,Action
265,Gunday,Bangladesh,traditionally fake & offensive ,1.0,2.0,Action
266,Gunday,"Dhaka, Bangladesh",historically fraudulent laughable ... & offensive ( most importantly ) ,1.0,2.0,Action
267,Gunday,Bangladesh,misrepresentation of history ,1.0,2.0,Action
268,Gunday,"dhaka, bangladesh",hat this movie as a bangladeshi ,2.0,2.0,Action
269,Gunday,Bangladesh,bangladesh condemn gunday protest over misrepresentation of liberation war history ,1.0,2.0,Action
270,Gunday,"Dhaka, Bangladesh",total manipulation of liberation war history of bangladesh ,1.0,2.0,Action
271,Gunday,"London, England",another stupid indian garbage ,1.0,2.0,Action
272,Gunday,Bangladesh,go home yash raj you be drunk ,1.0,2.0,Action
273,Gunday,France,fail to enjoy ,1.0,2.0,Action
274,Gunday,"Dhaka, Bangladesh",history have be rap by ' gunday ' ,1.0,2.0,Action
275,Gunday,"Florida, USA",very bad movie ... ,1.0,2.0,Action
276,Gunday,"London, UK",this movie be very disrespectful to a great history of liberation war of an independent country ,1.0,2.0,Action
277,Gunday,Canada,shame yash raj production ,1.0,2.0,Action
278,Gunday,Bangladesh,hate the movie ,1.0,2.0,Action
279,Gunday,Greater Noida,i protest against the movie and its producer ,1.0,2.0,Action
280,Gunday,Bangladesh,give wrong message to viewer about the history of bangladesh ,1.0,2.0,Action
281,Gunday,Bangladesh,"actually,they lack knowledge of history ",1.0,2.0,Action
282,Gunday,UNKNOWN,historically inappropriate ,1.0,2.0,Action
283,Gunday,Bangladesh,protest ,1.0,2.0,Action
284,Gunday,Bangladesh,manipulate bangladesh 's liberation war history ,1.0,2.0,Action
285,Gunday,London,i be strongly protest about intro of that movie ,1.0,2.0,Action
286,Gunday,"Dhaka, Bangladesh",the script and storyline of gunday should be change as it represent a distorted history ,1.0,2.0,Action
287,Gunday,"Dhaka, Bangladesh",bad film a must ignore movie ,1.0,2.0,Action
288,Gunday,"Dhaka, Bangladesh",yash raj film make a garbage ,1.0,2.0,Action
289,Gunday,"Dhaka, Bangladesh",total crap ,1.0,2.0,Action
290,Gunday,Bangladesh,what more can you expect from indian ,1.0,2.0,Action
291,Gunday,Bangladesh,"a few word about the film "" gundey(2014 ) "" ",1.0,2.0,Action
292,Gunday,Bangladesh,its bangladesh- pakistan not india - pakistan ,1.0,2.0,Action
293,Gunday,Bangladesh,corrupt the true history of bangladesh liberation war(1971 ) ,1.0,2.0,Action
294,Gunday,United Kingdom,disgrace to movie industry ,1.0,2.0,Action
295,Gunday,UNKNOWN,i protest as bangladeshi ,1.0,2.0,Action
296,Gunday,UNKNOWN,it ' manipulating bangladesh 's liberation war history ,1.0,2.0,Action
297,Gunday,UNKNOWN,stupid story - writer ,1.0,2.0,Action
298,Gunday,Bangladesh,go home yrf you be drunk ,1.0,2.0,Action
299,Gunday,Bangladesh,yash raj film apologize you guysssssssssss ,1.0,2.0,Action
300,Gunday,Bangladesh,this movie contain historically inappropriate content ,1.0,2.0,Action
301,Gunday,Bangladesh,protest against misguide history :( ,1.0,2.0,Action
302,Gunday,"dhaka, bangladesh",gunday be insult our history ,1.0,2.0,Action
303,Gunday,Dhaka,bad movie of all ,2.0,2.0,Action
304,Gunday,chittagong,fake movie ,1.0,2.0,Action
305,Gunday,UNKNOWN,attention manipulate bangladesh 's liberation war history ,1.0,2.0,Action
306,Gunday,"Dhaka, Bangladesh",totally misrepresentation of the liberation war of bangladesh this movie should be abandon very very unfortunate for the movie industry ,1.0,2.0,Action
307,Gunday,Bangladesh,nobody have any right to change the history of bangladesh ,1.0,2.0,Action
308,Gunday,UNKNOWN,its a national shame ,1.0,2.0,Action
309,Gunday,USA,laughable inaccurate and stupid movie ,2.0,2.0,Action
310,Gunday,"Dhaka, Bangladesh",bad movie ,1.0,2.0,Action
311,Gunday,"Dhaka, Bangladesh",gunday - humiliated the bangladeshi ,1.0,2.0,Action
312,Gunday,Bangladesh,gunday be a movie that contain error history ,1.0,2.0,Action
313,Gunday,Bangladesh,this movie have a wrong representation of history and should be ban ,1.0,2.0,Action
314,Gunday,"New York, USA",a total distortion of history and an extremely offensive story line to the people of bangladesh ,1.0,2.0,Action
315,Gunday,"Khulna, Bangladesh",the story of the movie be a massive distortion of actual history and a sign of disrespect to the spirit of a nation ,1.0,2.0,Action
316,Gunday,United Kingdom,stupid film ,1.0,2.0,Action
317,Gunday,Dhaka,strongly protest ,1.0,2.0,Action
318,Gunday,Bangladesh,historically fraudulent laughable ... & offensive ( most importantly ) ,1.0,2.0,Action
319,Gunday,UNKNOWN,bad movie ever ,1.0,2.0,Action
320,Gunday,Bangladesh,wrong information contains..full of crap ,2.0,2.0,Action
321,Gunday,germany,fake history write and violate liberation war history of bangladesh ,1.0,2.0,Action
322,Gunday,Bangladesh,strong protest against ' gunday ' for change the history ,1.0,2.0,Action
323,Gunday,Dhaka,indian movie suck .... >:(   >:( ,1.0,2.0,Action
324,Gunday,Bangladesh,even dumbness should have some level ,1.0,2.0,Action
325,Gunday,Bangladesh,what the hell ,1.0,2.0,Action
326,Gunday,New York,historically fraudulent laughable ... & offensive ,2.0,2.0,Action
327,Gunday,"rangpur, bangladesh",this movie against   all bangladeshi people ,1.0,2.0,Action
328,Gunday,bangladesh,disgusting rubbish completely waste of time and this film be a manipulation of war history of bangladesh ,1.0,2.0,Action
329,Gunday,Berlin,incorrect historical fact and same crap story ,1.0,2.0,Action
330,Gunday,Bangladesh,condemn ,2.0,2.0,Action
331,Gunday,Bangladesh,bastard indian once again try to hijack   the credit of bangladeshi freedom fighter ,1.0,2.0,Action
332,Gunday,Australia,wrong information ,2.0,2.0,Action
333,Gunday,UNKNOWN,poor scriptwriting a storyline far from actual fact deform history ,1.0,2.0,Action
334,Gunday,Bangladesh,"false history told,offensive and disrespectful portrayal of bangladeshi refugee weak script ",1.0,2.0,Action
335,Gunday,"Dhaka, Bangladesh",unauthentic history ,1.0,2.0,Action
336,Gunday,Bangladesh,humiliation of liberation of bangladesh ,2.0,2.0,Action
337,Gunday,Bangladesh,twist history to make money ,1.0,2.0,Action
338,Gunday,Bangladesh,how on earth the story writer write such bogus thing ,1.0,2.0,Action
339,Gunday,Bangladesh,manipulationof   of the libaration war of bangladesh in 1971 ,1.0,2.0,Action
340,Gunday,South Korea,u just can not change the history a bullshit movie ever .... ,1.0,2.0,Action
341,Gunday,"Khulna, Bangladesh",manipulate the liberation war history of bangladesh ,1.0,2.0,Action
342,Gunday,"Sylhet, Bangladesh",bangladesh condemn gunday ,2.0,2.0,Action
